m,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
202887,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1967-06,Deaths per 1000 live births,,1
202888,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1968-06,Deaths per 1000 live births,,1
202889,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1969-06,Deaths per 1000 live births,,1
202890,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1970-06,Deaths per 1000 live births,,1
202891,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1971-06,Deaths per 1000 live births,,1
202892,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1972-06,Deaths per 1000 live births,,1
202893,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1973-06,Deaths per 1000 live births,,1
202894,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1974-06,Deaths per 1000 live births,,1
202895,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1975-06,Deaths per 1000 live births,,1
202896,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1976-06,Deaths per 1000 live births,,1
202897,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1977-06,Deaths per 1000 live births,,1
202898,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1978-06,Deaths per 1000 live births,,1
202899,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1979-06,Deaths per 1000 live births,,1
202900,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1980-06,Deaths per 1000 live births,,1
202901,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1981-06,Deaths per 1000 live births,,1
202902,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1982-06,Deaths per 1000 live births,,1
202903,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1983-06,Deaths per 1000 live births,,1
202904,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1984-06,Deaths per 1000 live births,,1
202905,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1985-06,Deaths per 1000 live births,,1
202906,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1986-06,Deaths per 1000 live births,,1
202907,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1987-06,Deaths per 1000 live births,,1
202908,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1988-06,Deaths per 1000 live births,,1
202909,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1989-06,Deaths per 1000 live births,,1
202910,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1990-06,Deaths per 1000 live births,,1
202911,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1991-06,Deaths per 1000 live births,,1
202912,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1992-06,Deaths per 1000 live births,,1
202913,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1993-06,Deaths per 1000 live births,,1
202914,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1994-06,Deaths per 1000 live births,,1
202915,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1995-06,Deaths per 1000 live births,,1
202916,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1996-06,Deaths per 1000 live births,,1
202917,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1997-06,Deaths per 1000 live births,,1
202918,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1998-06,Deaths per 1000 live births,,1
202919,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,1999-06,Deaths per 1000 live births,,1
202920,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2000-06,Deaths per 1000 live births,,1
202921,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2001-06,Deaths per 1000 live births,,1
202922,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2002-06,Deaths per 1000 live births,,1
202923,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2003-06,Deaths per 1000 live births,,1
202924,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2004-06,Deaths per 1000 live births,,1
202925,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2005-06,Deaths per 1000 live births,,1
202926,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2006-06,Deaths per 1000 live births,,1
202927,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2007-06,Deaths per 1000 live births,,1
202928,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2008-06,Deaths per 1000 live births,,1
202929,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2009-06,Deaths per 1000 live births,,1
202930,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2010-06,Deaths per 1000 live births,,1
202931,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2011-06,Deaths per 1000 live births,,1
202932,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2012-06,Deaths per 1000 live births,,1
202933,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2013-06,Deaths per 1000 live births,,1
202934,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2014-06,Deaths per 1000 live births,,1
202935,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2015-06,Deaths per 1000 live births,,1
202936,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2016-06,Deaths per 1000 live births,,1
202937,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2017-06,Deaths per 1000 live births,,1
202938,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2018-06,Deaths per 1000 live births,,1
202939,Kenya,Infant mortality rate,Male,UN IGME estimate,2020,2019-06,Deaths per 1000 live births,,1
202940,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1992-06,Deaths per 1000 live births,5.03,3
202941,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1995-01,Deaths per 1000 live births,4.4,2
202942,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1997-01,Deaths per 1000 live births,4.79,2
202943,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,1999-01,Deaths per 1000 live births,4.38,2
202944,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2001-01,Deaths per 1000 live births,3.8,2
202945,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2003-01,Deaths per 1000 live births,3.78,2
202946,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2005-01,Deaths per 1000 live births,3.52,2
202947,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2007-01,Deaths per 1000 live births,2.95,2
202948,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2009-01,Deaths per 1000 live births,3.38,2
202949,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2011-01,Deaths per 1000 live births,2.95,2
202950,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2014 (Direct),2014,2013-01,Deaths per 1000 live births,3.06,2
202951,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1987-11,Deaths per 1000 live births,3.861865,
202952,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1990-10,Deaths per 1000 live births,3.509162,
202953,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1993-05,Deaths per 1000 live births,3.875241,
202954,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1995-12,Deaths per 1000 live births,3.76919,
202955,Kenya,Infant mortality rate,Total,Multiple Indicator Cluster Survey 2000 (Indirect),2000,1998-08,Deaths per 1000 live births,6.206031,
202956,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1982-06,Deaths per 1000 live births,6.3,5
202957,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1987-06,Deaths per 1000 live births,5.5,5
202958,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1992-06,Deaths per 1000 live births,8.2,5
202959,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1996-01,Deaths per 1000 live births,5.9,2
202960,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,1998-01,Deaths per 1000 live births,6.3,2
202961,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,2000-01,Deaths per 1000 live births,5.6,2
202962,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Direct),2003,2002-01,Deaths per 1000 live births,7.7,2
202963,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1989-11,Deaths per 1000 live births,,
202964,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1992-09,Deaths per 1000 live births,,
202965,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1995-02,Deaths per 1000 live births,,
202966,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1997-04,Deaths per 1000 live births,,
202967,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,1999-04,Deaths per 1000 live births,,
202968,Kenya,Infant mortality rate,Total,Demographic and Health Survey 2003 (Indirect),2003,2001-01,Deaths per 1000 live births,,
202969,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1975-06,Deaths per 1000 live births,7.9,5
202970,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1980-01,Deaths per 1000 live births,5.3,4
202971,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1984-01,Deaths per 1000 live births,5.7,4
202972,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1987-01,Deaths per 1000 live births,6.1,2
202973,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1989-01,Deaths per 1000 live births,5.4,2
202974,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1991-01,Deaths per 1000 live births,6.9,2
202975,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1993-01,Deaths per 1000 live births,5.6,2
202976,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1995-01,Deaths per 1000 live births,7.1,2
202977,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Direct),1998,1997-01,Deaths per 1000 live births,6.4,2
202978,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1984-03,Deaths per 1000 live births,,
202979,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1987-02,Deaths per 1000 live births,,
202980,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1989-09,Deaths per 1000 live births,,
202981,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1992-02,Deaths per 1000 live births,,
202982,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1994-04,Deaths per 1000 live births,,
202983,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1998 (Indirect),1998,1996-02,Deaths per 1000 live births,,
202984,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1965-06,Deaths per 1000 live births,10,5
202985,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1970-01,Deaths per 1000 live births,6.1,4
202986,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1974-01,Deaths per 1000 live births,6.6,4
202987,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1977-06,Deaths per 1000 live births,5.6,3
202988,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1980-06,Deaths per 1000 live births,5.3,3
202989,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1983-01,Deaths per 1000 live births,5.1,2
202990,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1985-01,Deaths per 1000 live births,5.2,2
202991,Kenya,Infant mortality rate,Total,Demographic and Health Survey 1989 (Direct),1989,1987-01,Deaths per 1000 live births,5.3,2
